ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As of 2.8.2017.,SearchStringWOS,WOShits .As of 2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao note,GMPDtraits,GMPDtax,ParasiteCorrectedName updated,Match,disease,disease note
Leptospira interrogans serovar pomona,NA,3,,,,1,1,,VR,42702,,,,,Leptospira interrogans serovar pomona,6850,Leptospira interrogans serovar pomona,325,,Adler and Faine 1976,,VR,42702,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Leptospira interrogans serovar pomona,,,
Leptospira interrogans serovar wolffi,NA,3,,,,-1,2,,VR,42702,,,,,Leptospira interrogans serovar wolffi,1360,Leptospira interrogans serovar wolffi,8,,"Rende et al., 2007",,VR,42702,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Leptospira interrogans serovar wolffi,,,
Leptospira pomona,NA,0,,0,1,1,1,,VR,42696,,,,,Leptospira pomona,11000,Leptospira pomona,566,(Canada)-cattle/dog/horse/deer/rodent/fox/marine/frog (reservoir),"White et al., 1981",,VR,42696,,,,NA,0,0,Yes,Can't find it in GMPD files. Leptospira interrogans serovar Pomona= L.Pomona (http://www.thepigsite.com/articles/4090/leptospira-pomona-infection-of-likely-wildlife-origin-on-a-pig-unit/).,,,Leptospira pomona,,,
Leptotrombidium peromysci,NA,0,,,,-1,2,,VR,42696,,,,,Leptotrombidium peromysci,134,Leptotrombidium peromysci,5,,"Durden et al., 2000",,VR,42696,,,,NA,0,0,Yes,Can't find it in GMPD files (2018/07/29).,,,Leptotrombidium peromysci,,,
Linguatula arctica,NA,0,,-1,2,-1,2,,VR,42696,,,,,Linguatula arctica,247,Linguatula arctica,3,reindeer sinus worm,"Haugerud et al., 1993",,VR,42696,,,,NA,0,1,No,,,,Linguatula arctica,Linguatula arctica,,
Linguatula leptocephalus,NA,0,,,,-1,3,,VR,42696,,,,,Linguatula leptocephalus,21,Linguatula leptocephalus,0,,NEED,,VR,42696,,,,NA,0,1,No,,,,Linguatula leptocephalus,Linguatula leptocephalus,,
Linguatula nuttalli,NA,0,,,,-1,3,,VR,42696,,,,,Linguatula nuttalli,37,Linguatula nuttalli,0,,"Bjork et al., 2000",,VR,42696,,,,NA,0,0,Yes,"Neolinguatula (=Linguatula) nuttalli (Riley, J., R. E. Haugerud, and A. C. Nilssen. ""A new species of pentastomid from the nasal passages of the reindeer (Rangifer tarandus) in northern Norway, with speculation about its life-cycle."" Journal of natural history 21.3 (1987): 707-716.)",Neolinguatula nuttalli,Neolinguatula nuttalli,Neolinguatula nuttalli,Neolinguatula nuttalli,,
Linguatula serrata,NA,0,,0,1,0,1,,VR,42696,,,,,Linguatula serrata,1120,Linguatula serrata,72,meat vehiclev(sheep/goat liver and lymph nodes),"Koehsler et al., 2011",,VR,42696,,,,NA,0,1,No,,,,Linguatula serrata,Linguatula serrata,,
Liponyssus madagascariensis,NA,0,,,,-1,3,,VR,42696,,,,,Liponyssus madagascariensis,11,Liponyssus madagascariensis,0,,NEED,,VR,42696,,,,NA,0,0,Yes,"Liponysella madagascariensis, also known as Liponyssus madagascariensis (Junge, Randall E. ""Overview on the health and disease ecology of wild lemurs: conservation implications."" Lemurs. Springer, Boston, MA, 2006. 423-440.)",,,Liponyssus madagascariensis,,,
Lipoptena cervi,NA,0,,0,3,1,2,,VR,42696,,,,,Lipoptena cervi,757,Lipoptena cervi,66,secretions and louse feces,"Harkonen et al., 2009",Gideon,VR,42696,,,,NA,0,1,No,,,,Lipoptena cervi,Lipoptena cervi,,
Lipoptena depressa,NA,0,,,,-1,3,,VR,42696,,,,,Lipoptena depressa,91,Lipoptena depressa,4,,"Graciolli et al., 2011",,VR,42696,,,,NA,0,1,No,,,,Lipoptena depressa,Lipoptena depressa,,
Lipoptena fortisetosa,NA,0,,,,-1,3,,VR,42696,,,,,Lipoptena fortisetosa,67,Lipoptena fortisetosa,4,,"Choi et al., 2013",,VR,42696,,,,NA,0,1,No,,,,Lipoptena fortisetosa,Lipoptena fortisetosa,,
Lipoptena paradoxa,NA,0,,,,-1,3,,VR,42696,,,,,Lipoptena paradoxa,45,Lipoptena paradoxa,3,,"Visagie et al., 1992",,VR,42696,,,,NA,0,1,No,,,,Lipoptena paradoxa,Lipoptena paradoxa,,
Lipoptena sepiacea,NA,0,,,,-1,3,,VR,42696,,,,,Lipoptena sepiacea,11,Lipoptena sepiacea,1,,"De Villiers et al., 1985",,VR,42696,,,,NA,0,1,No,,,,Lipoptena sepiacea,Lipoptena sepiacea,,
Listeria ivanovii,NA,0,,0,3,0,1,,VR,42696,,,,,Listeria ivanovii,6990,Listeria ivanovii,455,sheep/human(gastro),"Guillet et al., 2010",Gideon,VR,42696,,,,NA,0,1,No,,,,Listeria ivanovii,Listeria ivanovii,,
Listeria monocytogenes,NA,3,,,,2,1,,VR,42696,,,,,Listeria monocytogenes,351000,Listeria monocytogenes,28661,,Farber and Peterkin 1991,,VR,42696,,,,NA,0,1,No,,,,Listeria monocytogenes,Listeria monocytogenes,,
Loa papionis,NA,0,,-1,3,-1,3,,VR,42696,,,,,Loa papionis,83,Loa papionis,0,baboon parasite,Sandground 1936,,VR,42696,,,,NA,0,1,No,,,,Loa papionis,Loa papionis,,
Loa ugandis,NA,0,,,,0,1,,VR,42696,,,,,Loa ugandis,18400,Loa ugandis,0,,NEED,,VR,42696,,,,NA,0,1,No,,,,Loa ugandis,Loa ugandis,,
Lobatorobius sceleratus,NA,0,,,,-1,3,,VR,42696,,,,,Lobatorobius sceleratus,1,Lobatorobius sceleratus,0,NEED year of publication,Jansen and Den Broek,,VR,42696,,,,NA,0,1,No,,,,Lobatorobius sceleratus,Lobatorobius sceleratus,,
Longistriata dubia,NA,0,,,,-1,3,,VR,42696,,,,,Longistriata dubia,43,Longistriata dubia,0,Longistriata/Longistrongylus (difficult to find),"Stuart et al., 1998",,VR,42696,,,,NA,0,1,No,,,,Longistriata dubia,Longistriata dubia,,
Longistrongylus albifrontis,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus albifrontis,14,Longistrongylus albifrontis,0,Longistriata/Longistrongylus (difficult finding),Horak 1980,,VR,42696,,,,NA,0,1,No,,,,Longistrongylus albifrontis,Longistrongylus albifrontis,,
Longistrongylus curvispiculum,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus curvispiculum,38,Longistrongylus curvispiculum,3,Longistriata/Longistrongylus (difficult finding),Boomker and Horak 1992,,VR,42696,,,,NA,0,1,No,,,,Longistrongylus curvispiculum,Longistrongylus curvispiculum,,
Longistrongylus meyeri,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus meyeri,36,Longistrongylus meyeri,2,Longistriata/Longistrongylus (difficult finding),"Boomker et al., 1986",,VR,42696,,,,NA,0,1,No,,,,Longistrongylus meyeri,Longistrongylus meyeri,,
Longistrongylus namaquensis,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus namaquensis,27,Longistrongylus namaquensis,0,Longistriata/Longistrongylus (difficult finding),"Horak et al., 1982",,VR,42696,,,,NA,0,1,No,,,,Longistrongylus namaquensis,Longistrongylus namaquensis,,
Longistrongylus sabie,NA,0,,-1,3,-1,3,,VR,42696,,,,,Longistrongylus sabie,54,Longistrongylus sabie,2,possible sheep only,"Pletcher et al., 1984",NEED,VR,42696,,,,NA,0,1,No,,,,Longistrongylus sabie,Longistrongylus sabie,,
Longistrongylus schrenki,NA,0,,,,-1,3,,VR,42696,,,,,Longistrongylus schrenki,34,Longistrongylus schrenki,2,Longistriata/Longistrongylus (difficult finding),Boomker and Horak 1992,,VR,42696,,,,NA,0,1,No,,,,Longistrongylus schrenki,Longistrongylus schrenki,,
Lorisicola isidoroi,NA,0,,,,-1,3,,VR,42696,,,,,Lorisicola isidoroi,24,Lorisicola isidoroi,3,,Perez and Palma 2001,,VR,42696,,,,NA,0,0,Yes,"Felicola (Lorisicola) isidoroi (P?rez, Jes?s M., I?igo S nchez, and Ricardo L. Palma. ""The dilemma of conserving parasites: the case of Felicola (Lorisicola) isidoroi (Phthiraptera: Trichodectidae) and its host, the endangered Iberian lynx (Lynx pardinus)."" Insect Conservation and Diversity 6.6 (2013): 680-686.)",Felicola isidoroi,Felicola isidoroi,Felicola isidoroi,Felicola isidoroi,,
Loxodontofilaria caprini,NA,0,,,,-1,3,,VR,42695,,,,,Loxodontofilaria caprini,25,Loxodontofilaria caprini,1,,"Ferri et al., 2011",,VR,42695,,,,NA,0,1,No,,,,Loxodontofilaria caprini,Loxodontofilaria caprini,,
Lutzomyia intermedia,1,0,,,,0,1,,VR,42695,,,,0,Lutzomyia intermedia,4160,Lutzomyia intermedia,137,Sandfly vector,"Pita-Pereira et al., 2005",,VR,42695,,,,NA,0,1,No,,,,Lutzomyia intermedia,Lutzomyia intermedia,,
Lutzomyia longipalpis,1,0,,,,0,1,,VR,42695,,,,0,Lutzomyia longipalpis,8590,Lutzomyia longipalpis,1293,Sandfly vector,Lainson and Rangel 2005,,VR,42695,,,,NA,0,1,No,,,,Lutzomyia longipalpis,Lutzomyia longipalpis,,
Lutzomyia shannoni,NA,0,,0,2,0,1,,VR,42695,,,,0,Lutzomyia shannoni,1300,Lutzomyia shannoni,118,Acha et al. (Vol II 352),"Comer et al., 1990",,VR,42695,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Lutzomyia shannoni,,,
Lutzomyia whitmani,1,0,,,,0,1,,VR,42695,,,,0,Lutzomyia whitmani,1890,Lutzomyia whitmani,179,Sandfly vector,"Luz et al., 2000",,VR,42695,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Lutzomyia whitmani,,,
Lymphocryptovirus Human herpesvirus 4,NA,0,,5,2,0,1,,VR,42695,,,,0,Lymphocryptovirus Human herpesvirus 4,2090,Lymphocryptovirus Human herpesvirus 4,11,"Tons of papers, but it appears that humans are the only really tudied reservoir",Gideon,,VR,42695,,,,NA,0,0,Yes,"Gammaherpesvirinae?is currently divided into two genera,?Lymphocryptoviridae?which includes human Epstein?Barr virus (EBV or HHV 4) and?Rhadinoviridae, which includes human Kaposi?s sarcoma-associated herpesvirus?(KSHV or HHV 8) (Longnecker, Richard, and Frank Neipel. ""Introduction to the human ?-herpesviruses."" (2007).).",Human gammaherpesvirus 4,,Human gammaherpesvirus 4,Human gammaherpesvirus 4,,
Lynxacarus nearticus,1,0,,,1,-1,3,,VR,42695,,,,0,Lynxacarus nearticus,1,Lynxacarus nearticus,0,"may be a misspelling of Lynxacarus nearcticus, which is still a mite",Ritzi and Whitaker 2003,,VR,42695,,,,NA,0,1,No,,,,Lynxacarus nearticus,Lynxacarus nearticus,,
Lyperosomum sinuosum,NA,0,,-1,2,-1,3,,VR,42695,,,,0,Lyperosomum sinuosum,31,Lyperosomum sinuosum,0,"Trematode parasite, mostly in birds, but found in some raccoons","Bafundo et al., 1980",,VR,42695,,,,NA,0,1,No,,,,Lyperosomum sinuosum,Lyperosomum sinuosum,,
Lysinibacillus sphaericus,NA,0,,-1,2,0,2,,VR,42695,,,,0,Lysinibacillus sphaericus,1950,Lysinibacillus sphaericus,144,,"Wenzler et al., 2015",,VR,42695,,,,NA,0,1,No,,,,Lysinibacillus sphaericus,Lysinibacillus sphaericus,,
Lyssavirus Rabies virus,NA,0,,3,1,3,2,,VR,42695,3,2,"Not_commonly_transmitted_person-to-person,_but_it_is_tranmissible_via_corneal_transplants_and_organ_donation_(this_is_well_documented_in_peer-reviewed_literature).__CDC_and_others_have_theorized_that_human-to-human_transmission_could_be_possible_via_saliva.__CDC:_""he_only_well-documented_cases_of_rabies_caused_by_human-to-human_transmission_occurred_among_eight_recipients_of_transplanted_corneas,_and_recently_among_three_recipients_of_solid_organs._Guidelines_for_acceptance_of_suitable_cornea_and_organ_donations,_as_well_as_the_rarity_of_human_rabies_in_the_United_States,_reduce_this_risk._In_addition_to_transmission_from_cornea_and_organ_transplants,_bite_and_non-bite_exposures_inflicted_by_infected_humans_could_theoretically_transmit_rabies,_but_no_such_cases_have_been_documented.""__Access_to_abstract_only,_but_Fekadu_et_al._1996_examine_two_cases_of_rabies_in_which_they_suspect_human-to-human_transmission,_Sipahio?lu_&_Alpaut_1985_(abstract_only)_report_a_case_of_transplacental_rabies,_Srinivasan_et_al._2005:_transmission_via_organ_donation;_",0,Lyssavirus Rabies virus,9460,Lyssavirus Rabies virus,442,Acha et al Vol II pg 261,http://europepmc.org/abstract/med/8840614,NEED,VR,42695,,Srinivasan et al. 2005,Fekadu et al. 1996;  Sipahio?lu & Alpaut 1985,NA,0,0,Yes,,Lyssavirus Rabies lyssavirus,Lyssavirus Rabies lyssavirus,Lyssavirus Rabies lyssavirus,Lyssavirus Rabies lyssavirus,,
Macacanema formosana,NA,0,,1,2,0,3,,VR,42695,0,3,"Lau_et_al._2002:_monkey_filarial_parasite,_first_report_of_M._formosana_in_humans.__Patient_could_remember_no_contact_with_animals.__Natarajan_2003_may_have_identified_another_case_in_humans_after_reading_Lau_et_al.,_but_that_article_is_a_very_short_blurb_without_a_lot_of_information.__Scoring_this_as_a_0_for_now_because_the_patient_had_no_recorded_contact_with_animals,_but_very_low_confidence_as_there_may_only_be_one_case.",0,Macacanema formosana,39,Macacanema formosana,2,"Listed as a monkey parasite, only 2 cases reported of human infection","Lau et al., 2002",,VR,42695,,Lau et al. 2002,,NA,0,1,No,,,,Macacanema formosana,Macacanema formosana,,
Macacine herpesvirus 3,NA,0,,-1,1,-1,2,,VR,42695,,,,0,Macacine herpesvirus 3,389,Macacine herpesvirus 3,7,,"Assaf et al., 2015",,VR,42695,,,,NA,0,0,Yes,"Assaf, B. T., H. L. Knight, and A. D. Miller. ""Rhesus Cytomegalovirus (Macacine Herpesvirus 3)?Associated Facial Neuritis in Simian Immunodeficiency Virus?Infected Rhesus Macaques (Macaca mulatta)."" Veterinary pathology 52.1 (2015): 217-223.",Cytomegalovirus Macacine betaherpesvirus 3,Cytomegalovirus Macacine betaherpesvirus 3,Cytomegalovirus Macacine betaherpesvirus 3,Cytomegalovirus Macacine betaherpesvirus 3,,
Macavirus Alcelaphine herpesvirus 1,NA,0,,-1,1,-1,1,,VR,42695,,,,0,Macavirus Alcelaphine herpesvirus 1,182,Macavirus Alcelaphine herpesvirus 1,5,,"Bridgen et al., 1989",,VR,42695,,,,NA,0,0,Yes,,Macavirus Alcelaphine gammaherpesvirus 1,Macavirus Alcelaphine gammaherpesvirus 1,Macavirus Alcelaphine gammaherpesvirus 1,Macavirus Alcelaphine gammaherpesvirus 1,,
Macavirus Caprine herpesvirus 2,NA,0,,-1,1,-1,1,,VR,42695,,,,0,Macavirus Caprine herpesvirus 2,201,Macavirus Caprine herpesvirus 2,1,,"Keel et al., 2003",,VR,42695,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Macavirus Caprine herpesvirus 2,,,
Macavirus Ovine herpesvirus 2,NA,0,,-1,1,-1,1,,VR,42695,,,,0,Macavirus Ovine herpesvirus 2,243,Macavirus Ovine herpesvirus 2,9,"Causes Malignant Cartarrhal Fever, a disease of even toed ungulants, this strain found in sheep","Loken et al., 1998",,VR,42695,,,,NA,0,0,Yes,Can't find it in GMPD files (2018/07/29).,,,Macavirus Ovine herpesvirus 2,,,
Macracanthorhynchus catulinus,NA,0,,-1,2,-1,2,,VR,42695,,,,0,Macracanthorhynchus catulinus,92,Macracanthorhynchus catulinus,4,"rare helminth found in foxes and wolves, no real mention of transfer to humans","Richards et al., 1995",,VR,42695,,,,NA,0,1,No,,,,Macracanthorhynchus catulinus,Macracanthorhynchus catulinus,,
Macracanthorhynchus hirudinaceus,NA,0,,2,1,2,2,,VR,42695,2,1,GIDEON:_human_infection_occurs;__Acha:_swine_and_wild_boar_are_reservoirs_for_M._hirudinaceus.__Humans_get_the_parasite_via_consumption_of_beetles_(which_is_also_how_swine_and_boars_also_get_it).__No_indication_of_human-to-human_transmission,0,Macracanthorhynchus hirudinaceus,1090,Macracanthorhynchus hirudinaceus,62,Acha et al. Vol II pg 223-224,Pradatsundarasar and Pechranond 1965,,VR,42695,,,,NA,0,1,No,,,,Macracanthorhynchus hirudinaceus,Macracanthorhynchus hirudinaceus,,
Macracanthorhynchus ingens,NA,0,,1,3,2,2,,VR,42695,2,2,"GIDEON:_raccoon_parasite_reported_in_child--_Dingley_&_Beaver_1985:_first_reported_case_in_humans_(child_in_Texas).__Child_hung_out_in_an_area_frequented_by_raccoons_and_""was_known_to_eat_insects_and_parts_of_a_cricket_were_removed_from_her_mouth_by_her_physician_grandfather""__""2""_confidence_because_while_it_seems_likely,_only_one_reported_case_and_no_interraction_with_raccoon_documented,_just_seemed_likely.__",0,Macracanthorhynchus ingens,241,Macracanthorhynchus ingens,25,Gideon lists one case of human infection.  The reference it gives does not mention this case.,Dingley and Beaver 1985,,VR,42695,,Dingley & Beaver 1985,,NA,0,1,No,,,,Macracanthorhynchus ingens,Macracanthorhynchus ingens,,
Macroorchis spinulosus,NA,0,,0,2,-1,3,,VR,42695,,,,0,Macroorchis spinulosus,32,Macroorchis spinulosus,2,"Found in rodents and humans, thought to be transmitted by crayfish","Chai et al., 1996",,VR,42695,,,,NA,0,1,No,,,,Macroorchis spinulosus,Macroorchis spinulosus,,
Madoxyuris baltazardi,NA,0,,-1,3,-1,3,,VR,42695,,,,0,Madoxyuris baltazardi,5,Madoxyuris baltazardi,0,"Previously listed as Lemuricola baltazardi. Found in lemurs, but just very little information available.  Not mention of humans infected in the lit I found",Irwin and Raharison 2009,,VR,42695,,,,NA,0,0,Yes,"Lemuricola (Madoxyuris) baltazardi (Irwin, Mitchell T., and Jean-Luc Raharison. ""A review of the endoparasites of the lemurs of Madagascar."" Malagasy Nature 2 (2009): 66-93.)",Lemuricola baltazardi,Lemuricola baltazardi,Lemuricola baltazardi,Lemuricola baltazardi,,
Madoxyuris bauchoti,NA,0,,-1,3,-1,3,,VR,42695,,,,0,Madoxyuris bauchoti,10,Madoxyuris bauchoti,1,,"Robles et al., 2010",,VR,42695,,,,NA,0,0,Yes,"Lemuricola=Madoxyuris (Irwin, Mitchell T., and Jean-Luc Raharison. ""A review of the endoparasites of the lemurs of Madagascar."" Malagasy Nature 2 (2009): 66-93.)",Lemuricola bauchoti,Lemuricola bauchoti,Lemuricola bauchoti,Lemuricola bauchoti,,
Madoxyuris daubentoniae,NA,0,,-1,3,-1,3,,VR,42695,,,,0,Madoxyuris daubentoniae,11,Madoxyuris daubentoniae,0,,Hugot and Baylac 2007,,VR,42695,,,,NA,0,0,Yes,"Lemuricola=Madoxyuris (Irwin, Mitchell T., and Jean-Luc Raharison. ""A review of the endoparasites of the lemurs of Madagascar."" Malagasy Nature 2 (2009): 66-93.)",Lemuricola daubentoniae,Lemuricola daubentoniae,Lemuricola daubentoniae,Lemuricola daubentoniae,,
Madoxyuris lemuris,NA,0,,-1,3,-1,3,,VR,42695,,,,0,Madoxyuris lemuris,9,Madoxyuris lemuris,0,,"Foitova et al., 2010",,VR,42695,,,,NA,0,0,Yes,"Lemuricola=Madoxyuris (Irwin, Mitchell T., and Jean-Luc Raharison. ""A review of the endoparasites of the lemurs of Madagascar."" Malagasy Nature 2 (2009): 66-93.)",Lemuricola lemuris,Lemuricola lemuris,Lemuricola lemuris,Lemuricola lemuris,,
Madoxyuris vauceli,NA,0,,-1,3,-1,3,,VR,42695,,,,0,Madoxyuris vauceli,9,Madoxyuris vauceli,1,,Irwin and Raharison 2009,,VR,42695,,,,NA,0,0,Yes,"Lemuricola=Madoxyuris (Irwin, Mitchell T., and Jean-Luc Raharison. ""A review of the endoparasites of the lemurs of Madagascar."" Malagasy Nature 2 (2009): 66-93.)",Lemuricola vauceli,Lemuricola vauceli,Lemuricola vauceli,Lemuricola vauceli,,
Makialges lepilemuri,NA,0,,-1,3,-1,3,,VR,42695,,,,0,Makialges lepilemuri,6,Makialges lepilemuri,0,Mite whose host is Lemurs found only in Madagascar,"Bochkov et al., 2011",,VR,42695,,,,NA,0,1,No,,,,Makialges lepilemuri,Makialges lepilemuri,,
Makialges sternodons,NA,0,,-1,3,-1,3,,VR,42695,,,,0,Makialges sternodons,4,Makialges sternodons,0,Mite whose host is Lemurs found only in Madagascar,"Bochkov et al., 2011",,VR,42695,,,,NA,0,1,No,,,,Makialges sternodons,Makialges sternodons,,
Malassezia pachydermatis,NA,0,,4,1,3,1,,VR,42695,3,1,passed_from_the_hands_of_health_care_workers_to_the_infants_in_neonatal_ICU;_health_care_workers_received_M._pachydermatis_from_dogs,0,Malassezia pachydermatis,4500,Malassezia pachydermatis,498,,"Chang et al., 1998",,VR,42695,,Chang et al. 1998,Welbel et. al 1994,NA,0,1,No,,,,Malassezia pachydermatis,Malassezia pachydermatis,,
Mamastrovirus Porcineastrovirus,NA,1,,4,1,-1,3,,VR,42695,-1,3,"From_Machnowska_et_al._2014:_""The_sequence_analysis_indicated_that_the_detected_AstV_and_NoV_represent_typical_pig_strains_that_are_only_distantly_related_to_the_respective_human_strains._In_addition,_the_phylogenetic_analysis_revealed_a_grouping_of_pig_and_human_strains_in_different_branches_of_the_phylogenetic_trees._This_indicates_a_separate_evolution_of_pig_and_human_strains,_which_argues_against_frequent_zoonotic_transmissions_of_AstV_and_NoV_between_both_hosts.""_But_from_Luo_et_al_2011:_""Porcine_strains_belonging_to_two_of_the_lineages_(group_I_and_III)_were_more_closely_related_to_other_animal?s_AstV_strains_than_they_were_to_each_other_suggesting_different_ancestral_origin_of__porcine_AstVs_and_past_interspecies_transmission_involving_sheep,_mink,_felines,_humans_and_possibly_additional_yet_unknown_hosts.""_&_""A_third_lineage_of_porcine_strains_(group_III)_appeared_phylogenetically_related_to_mink,_ovine_and_novel_human_AstV_strains,_again_suggesting_past_interspecies_transmission_events_between_these_animals""_&_""The_fact_that_two_lineages_of_porcine_AstVs_are_phylogenetically_related_to_human_strains_underscores_the_zoonotic_potential_of_theses_viruses.""__There_are_multiple_papers_about_the_various_porcine_astrovirus_strains,_several_of_which_note_that_they_are_genetically_similar_to_human_astroviruses._",0,Mamastrovirus Porcineastrovirus,102,Mamastrovirus Porcineastrovirus,0,Virus genus that causes gastroenteritis,"Brnic et al., 2013",,VR,42695,,Luo et al 2010,Machnowska et al. 2014,NA,0,0,Yes,Can't find it in GMPD files.,,,Mamastrovirus Porcineastrovirus,,,
Mannheimia haemolytica,NA,0,,0,2,0,1,,VR,42695,,,,0,Mannheimia haemolytica,7440,Mannheimia haemolytica,826,"Causes septicemia in humans, a host of diseases in mammal livestock.  Gideon lists the significance to human disease as not established",Punpanich and Srijuntongsiri 2012,,VR,42695,,,,NA,0,1,No,,,,Mannheimia haemolytica,Mannheimia haemolytica,,
Mansonella leopoldi,NA,0,,,,-1,3,,VR,42692,,,,0,Mansonella leopoldi,8,Mansonella leopoldi,1,,"Bain et al., 1995",,VR,42692,,,,NA,0,1,No,,,,Mansonella leopoldi,Mansonella leopoldi,,
Mansonella llewellyni,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Mansonella llewellyni,18,Mansonella llewellyni,2,Reported in raccoons.  No mention of this species in particular as a zoonotic,Telford and Forrester 1991,,VR,42692,,,,NA,0,1,No,,,,Mansonella llewellyni,Mansonella llewellyni,,
Mansonella lopeensis,NA,0,,,,-1,3,,VR,42692,,,,0,Mansonella lopeensis,4,Mansonella lopeensis,1,,"Bain et al., 1995",,VR,42692,,,,NA,0,1,No,,,,Mansonella lopeensis,Mansonella lopeensis,,
Mansonella mariae,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Mansonella mariae,23,Mansonella mariae,1,Only found in nonhuman primates,Petit 1985,,VR,42692,,,,NA,0,1,No,,,,Mansonella mariae,Mansonella mariae,,
Mansonella marmosetae,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Mansonella marmosetae,28,Mansonella marmosetae,1,Found in squirrel monkeys,"Moore et al., 1987",,VR,42692,,,,NA,0,1,No,,,,Mansonella marmosetae,Mansonella marmosetae,,
Mansonella perforata,NA,0,,-1,3,-1,3,,VR,42695,,,,0,Mansonella perforata,48,Mansonella perforata,1,only found in deer?,"Uni et al., 2004",,VR,42695,,,,NA,0,1,No,,,,Mansonella perforata,Mansonella perforata,,
Mansonella perstans,NA,0,,4,1,0,1,,VR,42692,0,1,"(we_already_changed_the_original_XC_scores_to_match_mine)_vector-borne_disease_(vector:_species_in_Culicoides)_that_is_sustained_without_input_from_sylvatic_transmission_cycles;__Dissanaike_1979_says_that_it_is_unclear_if_T._perstans_in_chips_and_gorillas_are_the_same_as_the_species_found_in_humans,_but_that,_regardless,_""the_human_reservoir_by_itself_is_amply_sufficient_to_maintain_transmission"".__",0,Mansonella perstans,3190,Mansonella perstans,161,,"Simonsen et al., 2011",,VR,42692,,Simonsen et al. 2011,Dissanaike 1979,NA,0,1,No,,,,Mansonella perstans,Mansonella perstans,,
Mansonella peruviana,NA,0,,,,-1,3,,VR,42692,,,,0,Mansonella peruviana,75,Mansonella peruviana,0,,"Bain et al., 1986",,VR,42692,,,,NA,0,1,No,,,,Mansonella peruviana,Mansonella peruviana,,
Mansonella tamarinae,NA,0,,,,-1,3,,VR,42692,,,,0,Mansonella tamarinae,12,Mansonella tamarinae,0,,Hortua and Orozco 2007,,VR,42692,,,,NA,0,1,No,,,,Mansonella tamarinae,Mansonella tamarinae,,
Margaropus winthemi,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Margaropus winthemi,109,Margaropus winthemi,6,"Only found in ruminants, seems to be a rare cold climate species","Horak et al., 1991",,VR,42692,,,,NA,0,1,No,,,,Margaropus winthemi,Margaropus winthemi,,
Maritrema eroliae,NA,0,,-1,3,-1,3,,VR,42692,,,,0,Maritrema eroliae,82,Maritrema eroliae,14,"found in raccoon dog, could not locate any indications for in humans","Martorelli et al., 2004",,VR,42692,,,,NA,0,1,No,,,,Maritrema eroliae,Maritrema eroliae,,
